"ID","路线编号","所在行政区划代码","路线名称","起点名称","止点名称","起点桩号","止点桩号","里程（公里）","技术等级代码","技术等级","是否一幅高速","车道数量(个)","面层类型代码","面层类型","路基宽度(米)","路面宽度(米)","面层厚度(厘米)","设计时速(公里/小时)","修建年度","改建年度","最近一次修复养护年度","断链类型","是否城管路段","是否断头路段","路段收费性质","重复路段线路编号","重复路段起点桩号","重复路段终点桩号","养护里程","可绿化里程","已绿化里程","地貌代码","地貌汉字","涵洞数量(个)","管养单位名称","省际出入口","国道调整前路线编号","是否按干线公路管理接养","备注","F40","startx","starty","endx","endy"
"3394","S228","140428","黄龙线","大堡头镇","大堡头镇","60.052","61.987","1.935","12","二级","否","2","11","沥青混凝土","12","12","6.5","60","2004","","","0","否","否","非收费","","","","1.935","1.935","1.935","3","微丘","1","长子公路管理段","0","S228","是","","","MTEyLjg4MDI3ODI3","MzYuMDM1MTEzMjk=","MTEyLjg4MzE2NjY5","MzYuMDE4NTkxNjY="
"3395","S228","140428","黄龙线","大堡头镇","慈林镇","61.987","62.961","0.974","12","二级","否","2","11","沥青混凝土","12","12","6.5","60","2004","","","0","否","否","非收费","","","","0.974","0.974","0.974","3","微丘","0","长子公路管理段","0","S228","是","","","MTEyLjg4MzE2NjY5","MzYuMDE4NTkxNjY=","MTEyLjg4MzU2ODM1","MzYuMDA5NTA4Mw=="
"3400","S230","141002","临么线","解放路立交桥","口子村","0","3.82","3.82","12","二级","否","2","22","沥青碎石","10","9","9","60","1960","2008","","0","否","否","非收费","","","","3.82","1.532","1.04","4","平原","0","临汾公路管理段","0","S230","是","","","MTExLjUzNzExNTgz","MzYuMDgxODg1ODM=","MTExLjU3NDE0NzQ5","MzYuMDc1NDcwNzc="
"3401","S230","141002","临么线","口子村","南练村","3.82","9.4","5.58","12","二级","否","2","11","沥青混凝土","11","10","9","60","1960","2007","","0","否","否","非收费","","","","5.58","5.58","4.742","4","平原","3","临汾公路管理段","0","S230","是","","","MTExLjU3NDE0NzQ5","MzYuMDc1NDcwNzc=","MTExLjYzMjA5NjY2","MzYuMDc2MDM4MzM="
"3402","S230","141002","临么线","南练村","大阳村","9.4","14","4.6","12","二级","否","2","11","沥青混凝土","8.5","7.5","9","60","1960","2004","","0","否","否","非收费","","","","4.6","4.6","4.3","3","微丘","1","临汾公路管理段","0","S230","是","","","MTExLjYzMjA5NjY2","MzYuMDc2MDM4MzM=","MTExLjY3NTU4NDQ=","MzYuMDYwOTIzNDQ="
"3403","S230","141002","临么线","大阳村","浮山县交界","14","21.718","7.718","12","二级","否","2","11","沥青混凝土","12","11.4","9","60","1960","2004","","0","否","否","非收费","","","","7.718","7.718","5.86","3","微丘","2","临汾公路管理段","0","S230","是","","","MTExLjY3NTU4NDQ=","MzYuMDYwOTIzNDQ=","MTExLjczNjk5MzMz","MzYuMDIzNTgzMzM="
"3404","S230","141027","临么线","浮山县交界","辛村","21.718","30.25","8.532","12","二级","否","2","11","沥青混凝土","12","11.4","3","40","1960","2004","","0","否","否","非收费","","","","8.532","8.532","8.532","2","重丘","1","浮山公路管理段","0","S230","是","","","MTExLjczNjk5MzMz","MzYuMDIzNTgzMzM=","MTExLjgxMTYwNTkx","MzUuOTg0ODcwODU="
"3419","S232","141002","临夏线","平阳汾河大桥","黄河水泥厂","0","0.19","0.19","11","一级","否","8","11","沥青混凝土","78","43","9","60","1996","2007","","0","否","否","非收费","","","","0.19","0.19","0.19","4","平原","0","临汾公路管理段","0","S232","是","","","MTExLjQ3NjI3ODYx","MzYuMDY5MzQwOA==","MTExLjQ3NDYwMTU2","MzYuMDcwMzE5NDQ="
"3420","S232","141002","临夏线","黄河水泥厂","滨河西路南口","0.19","0.475","0.285","11","一级","否","8","11","沥青混凝土","78","43","9","60","1996","2007","","0","否","否","非收费","","","","0.285","0.285","0.285","4","平原","0","临汾公路管理段","0","S232","是","","","MTExLjQ3NDYwMTU2","MzYuMDcwMzE5NDQ=","MTExLjQ3MTk3MTY2","MzYuMDcxNzQ2NjY="
"3421","S232","141002","临夏线","滨河西路南口","高速路入口","0.475","2.28","1.805","11","一级","否","8","11","沥青混凝土","78","43","9","60","1996","2007","","0","否","否","非收费","","","","1.805","1.805","1.805","4","平原","0","临汾公路管理段","0","S232","是","","","MTExLjQ3MTk3MTY2","MzYuMDcxNzQ2NjY=","MTExLjQ1NDgyNDE0","MzYuMDgwMDkxMTU="
"3422","S232","141002","临夏线","高速路入口","西麻册村","2.28","3.74","1.46","11","一级","否","4","11","沥青混凝土","23","20.5","9","60","1996","2007","","0","否","否","非收费","","","","1.46","1.46","1.46","4","平原","0","临汾公路管理段","0","S232","是","","","MTExLjQ1NDgyNDE0","MzYuMDgwMDkxMTU=","MTExLjQ0MDU4ODMz","MzYuMDg2MzY1"
"3424","S232","141002","临夏线","涧上村","涧上村","4.086","4.756","0.67","11","一级","否","6","11","沥青混凝土","32","30","9","80","1996","2009","","0","否","否","非收费","G309","1025.56","1026.23","0","0","0","4","平原","0","临汾公路管理段","0","S232","是","","","MTExLjQzNzA0NzM5","MzYuMDg1NzE4MDI=","MTExLjQzNDE3MDY4","MzYuMDgwMTcwMzI="
"3425","S232","141002","临夏线","涧上村","伍默村","4.756","6.454","1.698","11","一级","否","6","11","沥青混凝土","32","29.4","15","60","1996","2010","","0","否","否","非收费","","","","1.698","1.698","1.698","4","平原","4","临汾公路管理段","0","S232","是","","","MTExLjQzNDE3MDY4","MzYuMDgwMTcwMzI=","MTExLjQyNTQ5NQ==","MzYuMDY2NzIxNjY="
"3426","S232","141002","临夏线","伍默村","新凤村","6.454","10.138","3.684","11","一级","否","6","11","沥青混凝土","32","29.4","15","60","1996","2010","","0","否","否","非收费","","","","3.684","3.684","3.684","4","平原","18","临汾公路管理段","0","S232","是","","","MTExLjQyNTQ5NQ==","MzYuMDY2NzIxNjY=","MTExLjQwODcwMzMz","MzYuMDM4ODM2NjY="
"3427","S232","141002","临夏线","新凤村","新凤村","10.138","10.398","0.26","11","一级","否","6","11","沥青混凝土","32","29.4","15","60","1996","2010","","0","否","否","非收费","","","","0.26","0.26","0.26","4","平原","1","临汾公路管理段","0","S232","是","","","MTExLjQwODcwMzMz","MzYuMDM4ODM2NjY=","MTExLjQwODA5MTY2","MzYuMDM2NTk="
"3441","S232","140825","临夏线","北平原村","三泉镇北平原村","53.93","54.075","0.145","12","二级","否","2","11","沥青混凝土","12","12","7","80","1998","2007","","0","否","否","非收费","","","","0.145","0.145","0.145","4","平原","0","新绛公路管理段","0","S232","是","","","MTExLjI0Mzk4ODkz","MzUuNjgzMjYxMzQ=","MTExLjI0Mzky","MzUuNjgyMDY="
"3442","S232","140825","临夏线","三泉镇北平原村","三泉镇瑞林村","54.075","55.407","1.332","12","二级","否","2","11","沥青混凝土","12","12","7","80","1998","2007","","0","否","否","非收费","","","","1.332","1.332","1.332","4","平原","1","新绛公路管理段","0","S232","是","","","MTExLjI0Mzky","MzUuNjgyMDY=","MTExLjI0Mzk5ODMz","MzUuNjcwMTE2NjY="
"3444","S232","140825","临夏线","龙兴镇","站里村","57.928","61.574","3.646","11","一级","否","4","11","沥青混凝土","21.5","20","3","80","1998","2007","","0","否","否","非收费","","","","3.646","3.646","3.646","4","平原","30","新绛公路管理段","0","S232","是","","","MTExLjIzNjE3NTMx","MzUuNjQ4ODM3MDc=","MTExLjIzNDk4MDA2","MzUuNjE2MzkxMTQ="
"3445","S232","140825","临夏线","站里村","龙兴镇南关村","61.574","64.636","3.062","12","二级","否","2","11","沥青混凝土","12","9","3","80","1998","2007","","0","否","否","非收费","","","","3.062","3.062","3.062","4","平原","1","新绛公路管理段","0","S232","是","","","MTExLjIzNDk4MDA2","MzUuNjE2MzkxMTQ=","MTExLjIyNjczNDE0","MzUuNTk5MjM2OTY="
"3448","S232","140825","临夏线","古交乡龙泉村","西马村入口","71.233","74.345","3.112","12","二级","否","2","11","沥青混凝土","12","12","5","80","1998","2006","","0","否","否","非收费","","","","3.112","3.112","3.112","4","平原","9","新绛公路管理段","0","S232","是","","","MTExLjE1Nzc0NDg0","MzUuNjAyMzUwMDY=","MTExLjE0ODI4OTg5","MzUuNTc2ODQwODc="
"3449","S232","140825","临夏线","西马村入口","西马村出口","74.345","75.138","0.793","12","二级","否","2","11","沥青混凝土","12","12","5","80","1998","2006","","0","否","否","非收费","","","","0.793","0.793","0.793","4","平原","1","新绛公路管理段","0","S232","是","","","MTExLjE0ODI4OTg5","MzUuNTc2ODQwODc=","MTExLjEzOTU2Njc0","MzUuNTc2NzE5NTM="
"3450","S232","140825","临夏线","西马村出口","柏壁村路口","75.138","79.421","4.283","12","二级","否","2","11","沥青混凝土","12","9","5","80","1998","2006","","0","否","否","非收费","","","","4.283","4.283","4.283","4","平原","3","新绛公路管理段","0","S232","是","","","MTExLjEzOTU2Njc0","MzUuNTc2NzE5NTM=","MTExLjEzMzg3NTU1","MzUuNTM5MzI2MTE="
"3451","S232","140825","临夏线","柏壁村路口","万安镇出口","79.421","79.664","0.243","12","二级","否","2","11","沥青混凝土","12","12","5","80","1998","2006","","0","否","否","非收费","","","","0.243","0.243","0.243","4","平原","0","新绛公路管理段","0","S232","是","","","MTExLjEzMzg3NTU1","MzUuNTM5MzI2MTE=","MTExLjEzMTIyODMz","MzUuNTM5MDU3NQ=="
"3452","S232","140825","临夏线","万安镇出口","阳王镇杜庄村","79.664","81.416","1.752","12","二级","否","2","11","沥青混凝土","12","12","5","80","1998","2006","","0","否","否","非收费","","","","1.752","1.752","1.752","4","平原","1","新绛公路管理段","0","S232","是","","","MTExLjEzMTIyODMz","MzUuNTM5MDU3NQ==","MTExLjEzMDY3NQ==","MzUuNTIzMzUzMzM="
"3453","S232","140825","临夏线","阳王镇杜庄村","阳王镇杜庄村","81.416","82.016","0.6","12","二级","否","2","11","沥青混凝土","12","12","5","80","1998","2006","","0","否","否","非收费","","","","0.6","0.6","0.6","4","平原","0","新绛公路管理段","0","S232","是","","","MTExLjEzMDY3NQ==","MzUuNTIzMzUzMzM=","MTExLjEzMDUxMzEz","MzUuNTE3OTY4OTI="
"3455","S232","140825","临夏线","阳王镇西头村","阳王镇西头村","84.147","85.146","0.999","12","二级","否","2","11","沥青混凝土","12","12","5","80","1998","2004","","0","否","否","非收费","","","","0.999","0.999","0.999","4","平原","0","新绛公路管理段","0","S232","是","","","MTExLjEyMDgwNTcx","MzUuNTA2MzIzMzM=","MTExLjEwOTkyODMz","MzUuNTA1MjI="
"3456","S232","140825","临夏线","阳王镇西头村","凹底镇栗村","85.146","88.025","2.879","12","二级","否","2","11","沥青混凝土","12","9","5","60","1988","2004","","0","否","否","非收费","","","","2.879","2.879","0.95","4","平原","3","新绛公路管理段","0","S232","是","","","MTExLjEwOTkyODMz","MzUuNTA1MjI=","MTExLjExNzE0MTY2","MzUuNDg0MTExNjY="
"3457","S232","140823","临夏线","凹底镇栗村","凹底镇","88.025","92.685","4.66","12","二级","否","2","11","沥青混凝土","12","9","6.5","60","2000","2004","","0","否","否","非收费","","","","4.66","4.66","4.66","3","微丘","6","闻喜公路管理段","0","S232","是","","","MTExLjExNzE0MTY2","MzUuNDg0MTExNjY=","MTExLjExNzA2Mzky","MzUuNDU0Njc="
"3459","S232","140823","临夏线","凹底镇","凹底镇东颜村","92.97","95.897","2.927","12","二级","否","2","23","沥青表面处治","12","9","3","60","2000","2004","","0","否","否","非收费","","","","2.927","2.927","2.055","3","微丘","4","闻喜公路管理段","0","S232","是","","","MTExLjExOTc3OTkx","MzUuNDU0NTk1NTQ=","MTExLjE1MDgzNTk1","MzUuNDUzNzQ4NzI="
"3462","S232","140823","临夏线","户头庄村","桐城镇东社村","100.91","108.496","7.586","12","二级","否","2","23","沥青表面处治","12","9","3","60","2000","","","0","否","否","非收费","","","","7.586","7.586","3.39","3","微丘","3","闻喜公路管理段","0","S232","是","","","MTExLjE2NzAzOTE2","MzUuNDEyNjE0MTY=","MTExLjIxOTAwNjY2","MzUuMzYxMjk1"
"3464","S232","140823","临夏线","桐城镇王村","水头镇","111.196","120.896","9.7","14","四级","否","2","23","沥青表面处治","9","6","3","20","1981","","","0","否","否","非收费","","","","9.7","9.7","9.7","4","平原","16","闻喜公路管理段","0","S232","是","","","MTExLjIwMDYy","MzUuMzQ3MDI2NjY=","MTExLjE0NDMwNjk0","MzUuMjcxMjU1NDM="
"3466","S232","140828","临夏线","水头镇","水头镇","121.658","122.685","1.027","14","四级","否","2","23","沥青表面处治","9","6","5","20","1985","","","0","否","否","非收费","","","","1.027","1.027","1.027","4","平原","0","夏县公路管理段","0","S232","是","","","MTExLjEzODk4MzY3","MzUuMjY2MDU4NjE=","MTExLjEzMjQ1MTgz","MzUuMjU4NjE1OTE="
"3467","S232","140828","临夏线","水头镇","水头镇","122.685","125.88","3.195","14","四级","否","2","23","沥青表面处治","9","6","5","20","1985","","","0","否","否","非收费","","","","3.195","3.195","3.195","4","平原","1","夏县公路管理段","0","S232","是","","","MTExLjEzMjQ1MTgz","MzUuMjU4NjE1OTE=","MTExLjExMzU2ODMz","MzUuMjM2OTc4MzM="
"3473","S232","140828","临夏线","瑶峰镇南关村","庙前镇","142.657","143.561","0.904","12","二级","否","2","11","沥青混凝土","12","12","7","60","1996","","","0","否","否","非收费","","","","0.904","0.904","0","4","平原","2","夏县公路管理段","0","S232","是","","","MTExLjIxMTU4ODMz","MzUuMTM0Mjg=","MTExLjIxMTM0MzQ3","MzUuMTI2ODU3MzU="
"3474","S232","140828","临夏线","庙前镇","庙前镇","143.561","149.841","6.28","11","一级","否","4","11","沥青混凝土","23","22","7","100","1996","2007","","0","否","否","非收费","","","","6.28","6.28","0","4","平原","20","夏县公路管理段","0","S232","是","","","MTExLjIxMTM0MzQ3","MzUuMTI2ODU3MzU=","MTExLjE3NjQ3NTYy","MzUuMDc4OTM4MjY="
"3476","S233","141029","营万线","乡宁营里","金桥沟","0","2.22","2.22","12","二级","否","2","11","沥青混凝土","8.5","7.9","7","40","2005","2006","","0","否","否","非收费","","","","2.22","2.22","0.365","3","微丘","11","乡宁公路管理段","0","S233","是","","","MTEwLjg2ODkxMTY2","MzUuOTc5NDAxNjY=","MTEwLjg5MDQyNzQ3","MzUuOTg3NDMwOQ=="
"3478","S233","141029","营万线","枣原","前后刁凹","3.07","13.973","10.903","12","二级","否","2","11","沥青混凝土","8.5","7.9","7","40","1983","2006","","0","否","否","非收费","","","","10.903","10.903","2.84","1","山岭","27","乡宁公路管理段","0","S233","是","","","MTEwLjg5NjM1MDgy","MzUuOTgxNjk1MDE=","MTEwLjk0MzI4ODMz","MzUuOTIzMjQzMzM="
"3480","S233","140824","营万线","西社镇陈家山","西社镇沙沟村","70.796","85.738","14.942","13","三级","否","2","11","沥青混凝土","7.5","7.5","9","40","1992","2010","","4","否","否","非收费","","","","14.942","0","0","1","山岭","30","稷山公路管理段","0","S233","是","","","MTEwLjk3MjI4NDI0","MzUuODA4MjI4Mw==","MTEwLjk4OTgyNzIy","MzUuNzA1OTMyMjI="
"3481","S233","140824","营万线","西社镇沙沟村","西社镇沙沟村","85.738","89.38","3.642","13","三级","否","2","11","沥青混凝土","7.5","7.5","9","40","1993","2010","","0","否","否","非收费","","","","3.642","0","0","1","山岭","9","稷山公路管理段","0","S233","是","","","MTEwLjk4OTgyNzIy","MzUuNzA1OTMyMjI=","MTExLjAwMzE1MTY2","MzUuNzAyNDQ="
"3482","S233","140824","营万线","西社镇沙沟村","白坡村","89.38","91.217","1.837","13","三级","否","2","11","沥青混凝土","7.5","7.5","9","40","1998","2010","","0","否","否","非收费","","","","1.837","1.837","1.837","3","微丘","6","稷山公路管理段","0","S233","是","","","MTExLjAwMzE1MTY2","MzUuNzAyNDQ=","MTExLjAxMzU3MDU1","MzUuNjg5ODA4MzM="
"3483","S233","140824","营万线","白坡村","焦化厂","91.217","94.241","3.024","13","三级","否","2","11","沥青混凝土","8.5","8","5.5","40","1998","2004","","0","否","否","非收费","","","","3.024","3.024","0.048","3","微丘","3","稷山公路管理段","0","S233","是","","","MTExLjAxMzU3MDU1","MzUuNjg5ODA4MzM=","MTExLjAwOTE2MTY2","MzUuNjYzMTU4MzM="
"3484","S233","140824","营万线","焦化厂","西社镇高渠村","94.241","95.194","0.953","12","二级","否","2","11","沥青混凝土","15","15","8","60","1998","2009","","0","否","否","非收费","","","","0.953","0.953","0.953","3","微丘","0","稷山公路管理段","0","S233","是","","","MTExLjAwOTE2MTY2","MzUuNjYzMTU4MzM=","MTExLjAwOTE3","MzUuNjU0NTg="
"3485","S233","140824","营万线","西社镇高渠村","地区焦化厂","95.194","96.77","1.576","12","二级","否","2","11","沥青混凝土","15","15","8","60","2005","2009","","0","否","否","非收费","","","","1.576","1.576","1.576","3","微丘","4","稷山公路管理段","0","S233","是","","","MTExLjAwOTE3","MzUuNjU0NTg=","MTEwLjk5ODM1MzMz","MzUuNjQ5NTE5NTk="
"3486","S233","140824","营万线","地区焦化厂","桐上村","96.77","98.064","1.294","12","二级","否","2","11","沥青混凝土","8.5","8","4","60","2004","","","0","否","否","非收费","","","","1.294","1.294","1.294","2","重丘","0","稷山公路管理段","0","S233","是","","","MTEwLjk5ODM1MzMz","MzUuNjQ5NTE5NTk=","MTEwLjk4ODU0NDUz","MzUuNjQxNzQ3ODY="
"3487","S233","140824","营万线","桐上村","桐上村","98.064","99.59","1.526","12","二级","否","2","11","沥青混凝土","8.5","8","4","60","2004","","","0","否","否","非收费","","","","1.526","1.526","1.526","2","重丘","1","稷山公路管理段","0","S233","是","","","MTEwLjk4ODU0NDUz","MzUuNjQxNzQ3ODY=","MTEwLjk4MTQ4Nzc3","MzUuNjMwNzcwMjM="
"3489","S233","140824","营万线","贾峪村","东渠村","100.138","103.536","3.398","11","一级","否","4","11","沥青混凝土","25.5","23","10","100","2006","","","0","否","否","还贷","","","","3.398","3.398","3.398","4","平原","0","运城市鑫佰融交通建设有限公司","0","S233","是","","","MTEwLjk4NzA1NTg0","MzUuNjI5MTkzODY=","MTEwLjk5NjMzMDE5","MzUuNjAwMTgzNzk="
"3491","S233","140824","营万线","东渠村","白坡村","103.96","114.309","10.349","11","一级","否","4","11","沥青混凝土","25.5","23","10","100","2006","","","0","否","否","还贷","","","","10.349","10.349","10.349","4","平原","0","运城市鑫佰融交通建设有限公司","0","S233","是","","","MTEwLjk5NjIxMDc5","MzUuNTk2MzgzMTk=","MTEwLjkzNDAwMTE2","MzUuNTM4MTY2OTc="
"3492","S233","140824","营万线","白坡村","太阳乡均和村","114.309","114.866","0.557","11","一级","否","4","11","沥青混凝土","25.5","23","10","100","2006","","","0","否","否","还贷","","","","0.557","0.557","0.557","4","平原","0","运城市鑫佰融交通建设有限公司","0","S233","是","","","MTEwLjkzNDAwMTE2","MzUuNTM4MTY2OTc=","MTEwLjkzMDM4NjMx","MzUuNTMzOTky"
"3494","S233","140824","营万线","太阳乡均和村","仁和","118.129","124.515","6.386","11","一级","否","4","11","沥青混凝土","25.5","23","10","100","2006","","","0","否","否","还贷","","","","6.386","6.386","6.386","4","平原","0","运城市鑫佰融交通建设有限公司","0","S233","是","","","MTEwLjkxNDIzNjE3","MzUuNTA5MjQ2Mg==","MTEwLjg4MDYwMDc5","MzUuNDY0MjI3MDg="
"3495","S233","140824","营万线","仁和","稷山万荣界","124.515","125.464","0.949","11","一级","否","4","11","沥青混凝土","25.5","23","10","100","2006","","","0","否","否","还贷","","","","0.949","0.949","0.949","4","平原","0","运城市鑫佰融交通建设有限公司","0","S233","是","","","MTEwLjg4MDYwMDc5","MzUuNDY0MjI3MDg=","MTEwLjg3ODg1NTE3","MzUuNDU1ODMyOTY="
"3497","S233","140822","营万线","仁和","七庄村","126.25","129.047","2.797","11","一级","否","4","11","沥青混凝土","25.5","23","9","100","2006","","","0","否","否","还贷","","","","2.797","2.797","2.797","4","平原","0","运城市鑫佰融交通建设有限公司","0","S233","是","","","MTEwLjg3NzY3MzIz","MzUuNDQ4ODUzMDk=","MTEwLjg2ODU3MjE=","MzUuNDI0ODc1MzU="
"3501","S234","140826","曲绛线","北属寺村","南樊镇","14.84","15.121","0.281","12","二级","否","2","11","沥青混凝土","12","9","7","80","1993","2007","","0","否","否","非收费","","","","0.281","0.281","0.281","4","平原","0","绛县公路管理段","0","S234","是","","","MTExLjU5ODczMzMz","MzUuNjEzNzMzMzM=","MTExLjYwMTM2Mjc3","MzUuNjEzNTM4MzM="
"3506","S234","140826","曲绛线","南樊镇槐泉村","卫庄镇涧东村","24.476","28.46","3.984","12","二级","否","2","11","沥青混凝土","12","9","4","80","1993","2007","","0","否","否","非收费","","","","3.984","3.984","1.684","4","平原","11","绛县公路管理段","0","S234","是","","","MTExLjYzMTcyMzMz","MzUuNTQ1MzM1","MTExLjY1MjE5NQ==","MzUuNTE3NzE="
"3508","S235","141081","侯风线","林城村","上马村","1.2","9","7.8","12","二级","否","2","11","沥青混凝土","12","11.4","9","60","1990","2009","","0","否","否","非收费","","","","7.8","7.8","6.96","4","平原","18","侯马公路管理段","0","S235","是","","","MTExLjQwOTA3","MzUuNjE0NTY4MzM=","MTExLjM0MDQyNjc0","MzUuNTg2ODY5NzU="
"3509","S235","141081","侯风线","上马村","上马村","9","9.671","0.671","12","二级","否","2","11","沥青混凝土","12","11.4","9","60","1990","2009","2018","0","否","否","非收费","","","","0.671","0.671","0.671","4","平原","3","侯马公路管理段","0","S235","是","","","MTExLjM0MDQyNjc0","MzUuNTg2ODY5NzU=","MTExLjMzNTA1NTMy","MzUuNTgyOTEwOA=="
"3511","S235","141081","侯风线","上马村","驿桥","10.226","11.01","0.784","12","二级","否","2","11","沥青混凝土","12","11.4","9","60","1990","2009","2018","0","否","否","非收费","","","","0.784","0.784","0.784","4","平原","0","侯马公路管理段","0","S235","是","","","MTExLjMzMTQyNjI4","MzUuNTc4ODk3MjI=","MTExLjMyNjE4ODMz","MzUuNTczMzEzMzM="
"3513","S235","140823","侯风线","候马闻喜界杏花村","涑阳村","15.924","27.037","11.113","12","二级","否","2","11","沥青混凝土","12","12","9","80","1990","2009","","4","否","否","非收费","","","","11.113","11.113","11.113","4","平原","31","闻喜公路管理段","0","S235","是","","","MTExLjMxMTY2NjY2","MzUuNTM2MDc2NjY=","MTExLjMxNjY3NjM2","MzUuNDQzODUyNTE="
"3514","S235","140823","侯风线","涑阳村","东镇镇西街村","27.037","27.712","0.675","11","一级","否","4","11","沥青混凝土","21","21","10","100","1990","2010","","0","否","否","非收费","","","","0.675","0.675","0.675","4","平原","2","闻喜公路管理段","0","S235","是","","","MTExLjMxNjY3NjM2","MzUuNDQzODUyNTE=","MTExLjMxMzUyNTI5","MzUuNDM4MzQ1MjQ="
"3515","S236","141081","侯闻线","西侯马村","上马村","0","2","2","13","三级","否","2","22","沥青碎石","12","11.6","5","30","1978","","","0","否","否","非收费","","","","2","2","0.966","4","平原","0","侯马公路管理段","0","S236","是","","","MTExLjM0MDYwNDU4","MzUuNjA0NDcxMDk=","MTExLjM0MDQyNjc0","MzUuNTg2ODY5NzU="
"3515","S236","141081","侯闻线","西侯马村","上马村","0","2","2","13","三级","否","2","22","沥青碎石","12","11.6","5","30","1978","","","0","否","否","非收费","","","","2","2","0.966","4","平原","0","侯马公路管理段","0","S236","是","","","MTExLjc2MDE0NjYy","MzcuMjYyNDk1MDc=","MTExLjc3NzczMjQz","MzcuMjUyNjA4Mg=="
"3516","S236","141081","侯闻线","上马村","上马村","2","2.671","0.671","12","二级","否","2","11","沥青混凝土","12","11.4","5","60","1978","2009","","0","否","否","非收费","S235","9","9.671","0.671","0","0","4","平原","0","侯马公路管理段","0","S236","是","","","MTExLjM0MDQyNjc0","MzUuNTg2ODY5NzU=","MTExLjMzNTA1NTMy","MzUuNTgyOTEwOA=="
"3518","S236","141081","侯闻线","上马村","驿桥","3.226","4.01","0.784","12","二级","否","2","11","沥青混凝土","12","11.4","5","60","1978","1999","","0","否","否","非收费","S235","10.226","11.01","0.784","0","0","4","平原","0","侯马公路管理段","0","S236","是","","","MTExLjMzMTQyNjI4","MzUuNTc4ODk3MjI=","MTExLjMyNjE4ODMz","MzUuNTczMzEzMzM="
"3521","S236","140823","侯闻线","东镇镇南街村","上镇村","21.289","21.348","0.059","12","二级","否","2","11","沥青混凝土","12","9","9","60","2007","2013","","5","否","否","非收费","","","","0.059","0.059","0.059","4","平原","0","闻喜公路管理段","0","S236","是","","","MTExLjMxNTQwMTA0","MzUuNDM3MTgyNjg=","MTExLjMxNDk3OTU4","MzUuNDM2Nzc3"
"3522","S236","140823","侯闻线","上镇村","柴家峪村","21.348","25.34","3.992","12","二级","否","2","11","沥青混凝土","8","6.5","9","40","2007","2013","","5","否","否","非收费","","","","3.992","3.992","3.992","4","平原","0","闻喜公路管理段","0","S236","是","","","MTExLjMxNDk3OTU4","MzUuNDM2Nzc3","MTExLjMxMDIyMTY2","MzUuNDA1NDk="
"3524","S236","140823","侯闻线","柴庄村","柴庄","29.725","30.649","0.924","13","三级","否","2","11","沥青混凝土","8","6","7","40","1999","2010","","0","否","否","非收费","","","","0.924","0.924","0.924","4","平原","0","闻喜公路管理段","0","S236","是","","","MTExLjI4MDQ3MzQx","MzUuMzc3NDY2MzY=","MTExLjI3MjIzNzQ4","MzUuMzczMDA1MzM="
"3526","S236","140823","侯闻线","柴庄","桐城镇东社村","31.122","36.471","5.349","12","二级","否","2","11","沥青混凝土","12","9","6.5","60","2007","","","0","否","否","非收费","","","","5.349","5.349","5.349","4","平原","0","闻喜公路管理段","0","S236","是","","","MTExLjI2NzA5NTcx","MzUuMzcyMzIyMTc=","MTExLjIxOTAwNjY2","MzUuMzYxMjk1"
"3527","S237","140822","裴运线","裴庄乡","集贤村（接万临线）","0","0.591","0.591","12","二级","否","2","11","沥青混凝土","12","12","5","80","2005","","","0","否","否","非收费","","","","0.591","0.591","0.591","4","平原","0","万荣公路管理段","0","S237","是","","","MTEwLjY0Mzc4Nzc0","MzUuNDM2MjI2NjE=","MTEwLjY0OTcwMzUz","MzUuNDMzOTI1MjI="
"3531","S237","140822","裴运线","南张","南张乡","6.546","7.5","0.954","12","二级","否","2","11","沥青混凝土","15","15","5","80","2005","","","0","否","否","非收费","","","","0.954","0.954","0.954","4","平原","0","万荣公路管理段","0","S237","是","","","MTEwLjcwODM1MjE=","MzUuNDIyNTAxMDQ=","MTEwLjcxODUyNTE4","MzUuNDIyODc2Mzc="
"3532","S237","140822","裴运线","南张乡","南张乡王家村","7.5","10.168","2.668","12","二级","否","2","11","沥青混凝土","12","9","5","80","2005","","","0","否","否","非收费","","","","2.668","2.668","2.668","4","平原","0","万荣公路管理段","0","S237","是","","","MTEwLjcxODUyNTE4","MzUuNDIyODc2Mzc=","MTEwLjc0NzA1MzMz","MzUuNDIzNzgzMzM="
"3533","S237","140822","裴运线","南张乡王家村","万荣西","10.168","13.297","3.129","12","二级","否","2","11","沥青混凝土","12","9","5","80","1995","2007","","0","否","否","非收费","","","","3.129","3.129","3.129","4","平原","0","万荣公路管理段","0","S237","是","","","MTEwLjc0NzA1MzMz","MzUuNDIzNzgzMzM=","MTEwLjc4MTQzMjMx","MzUuNDI2Njc3ODk="
"3534","S237","140822","裴运线","万荣西","七庄村","13.297","21.043","7.746","11","一级","否","4","11","沥青混凝土","24","21","7","80","1995","2014","","0","否","否","非收费","","","","7.746","7.746","7.746","3","微丘","0","万荣公路管理段","0","S237","是","","","MTEwLjc4MTQzMjMx","MzUuNDI2Njc3ODk=","MTEwLjg2ODU3MTY2","MzUuNDI0ODczMzg="
